age,income,dti,utilization,num_delinq,employment_years,default
55.0,24518.0,0.354,0.355,1,11.8,1
45.0,57086.0,0.277,0.047,0,4.2,1
18.0,20813.0,0.286,0.56,1,6.4,1
48.0,80991.0,0.263,0.623,0,2.4,1
63.0,38311.0,0.317,0.544,1,6.9,1
18.0,29391.0,0.336,0.156,0,6.3,0
58.0,81549.0,0.147,0.375,0,1.3,0
18.0,71660.0,0.104,0.433,0,7.4,1
51.0,60852.0,0.375,0.418,0,5.9,1
40.0,162081.0,0.269,0.86,1,6.9,0
18.0,74421.0,0.344,0.647,1,5.7,1
45.0,39243.0,0.283,0.318,1,8.5,1
54.0,70235.0,0.247,0.682,2,3.6,0
44.0,46956.0,0.153,0.305,0,4.4,0
47.0,102066.0,0.157,0.189,0,5.7,1
35.0,62348.0,0.52,0.499,1,11.6,1
18.0,65510.0,0.371,0.258,0,4.5,0
48.0,26339.0,0.503,0.262,1,2.9,1
61.0,55864.0,0.148,0.394,1,2.3,0
54.0,52673.0,0.152,0.303,0,5.0,0
18.0,32464.0,0.224,0.47,0,4.8,1
22.0,48497.0,0.175,0.828,0,7.0,0
30.0,67365.0,0.243,0.599,0,3.1,1
21.0,54059.0,0.5,0.227,0,5.0,1
41.0,26741.0,0.186,0.637,1,8.4,1
45.0,47259.0,0.223,0.312,1,13.6,0
23.0,42873.0,0.353,0.474,1,1.7,1
49.0,59680.0,0.335,0.562,0,5.2,1
47.0,56544.0,0.523,0.28,0,6.1,1
33.0,44099.0,0.35,0.714,0,3.1,0
38.0,43246.0,0.169,0.659,0,2.8,0
18.0,56028.0,0.237,0.266,0,4.6,0
36.0,87683.0,0.161,0.458,1,10.2,0
40.0,62275.0,0.271,0.123,2,7.2,1
42.0,110363.0,0.258,0.332,0,3.1,1
45.0,95473.0,0.145,0.654,0,7.7,0
43.0,114501.0,0.189,0.305,0,0.9,1
37.0,107400.0,0.102,0.234,1,3.1,1
43.0,118359.0,0.259,0.435,1,1.8,1
52.0,30437.0,0.483,0.224,0,6.3,1
39.0,74885.0,0.244,0.425,0,4.1,1
44.0,99624.0,0.41,0.444,0,6.4,0
38.0,109045.0,0.445,0.404,0,13.9,1
32.0,36851.0,0.231,0.138,0,0.7,1
46.0,75259.0,0.253,0.094,1,6.5,1
33.0,56252.0,0.235,0.114,0,4.2,1
45.0,136425.0,0.081,0.355,1,4.0,0
40.0,27075.0,0.16,0.911,2,4.0,1
36.0,36877.0,0.328,0.474,1,5.2,0
36.0,21910.0,0.142,0.256,0,0.7,0
34.0,58239.0,0.268,0.494,0,4.8,1
20.0,168034.0,0.28,0.317,0,6.0,0
45.0,52988.0,0.324,0.618,0,6.0,1
43.0,56983.0,0.385,0.182,0,1.2,0
50.0,71333.0,0.239,0.525,0,2.4,1
34.0,51116.0,0.333,0.102,1,11.1,1
63.0,65057.0,0.115,0.819,0,7.8,0
35.0,65914.0,0.101,0.315,0,7.7,0
29.0,35498.0,0.187,0.761,0,1.4,0
28.0,51688.0,0.329,0.311,0,6.3,0
19.0,78509.0,0.297,0.143,0,4.2,0
58.0,86188.0,0.18,0.259,0,6.6,0
56.0,103699.0,0.337,0.234,1,3.6,0
47.0,64069.0,0.301,0.349,0,9.5,0
29.0,64724.0,0.377,0.55,3,5.8,1
62.0,78833.0,0.113,0.599,0,1.5,0
36.0,40240.0,0.108,0.173,1,1.9,0
37.0,39423.0,0.119,0.449,0,3.1,0
57.0,50899.0,0.107,0.156,0,19.9,0
48.0,28638.0,0.193,0.192,0,7.7,1
66.0,66400.0,0.094,0.707,0,6.5,0
43.0,91541.0,0.414,0.323,1,15.9,1
35.0,37986.0,0.215,0.328,1,6.9,1
33.0,67344.0,0.467,0.374,0,6.1,0
18.0,39554.0,0.16,0.64,0,4.7,1
37.0,32588.0,0.507,0.128,1,2.2,1
54.0,151415.0,0.389,0.596,0,5.9,1
47.0,32823.0,0.092,0.537,0,2.7,1
40.0,28577.0,0.361,0.179,1,4.2,0
28.0,60316.0,0.496,0.312,2,6.9,1
43.0,61961.0,0.626,0.818,2,2.1,1
52.0,75631.0,0.104,0.418,0,5.5,1
45.0,147357.0,0.098,0.14,1,3.0,0
42.0,36733.0,0.283,0.553,0,12.4,1
30.0,40570.0,0.353,0.095,0,8.8,1
50.0,121104.0,0.385,0.072,0,3.4,1
18.0,86644.0,0.062,0.396,0,7.7,1
45.0,80825.0,0.087,0.653,0,11.3,0
71.0,40339.0,0.114,0.366,0,8.1,1
22.0,95125.0,0.047,0.559,0,6.7,1
37.0,80950.0,0.05,0.312,0,5.3,0
40.0,59562.0,0.172,0.13,1,3.4,1
34.0,40438.0,0.28,0.764,0,5.0,1
52.0,57145.0,0.192,0.758,1,1.8,1
46.0,123531.0,0.166,0.334,0,1.1,1
42.0,31351.0,0.049,0.227,0,6.2,0
50.0,36319.0,0.434,0.401,0,7.1,0
40.0,39581.0,0.448,0.319,0,2.4,0
78.0,44117.0,0.125,0.443,0,3.9,1
42.0,53752.0,0.418,0.695,1,3.6,1
42.0,87491.0,0.507,0.727,0,9.1,1
19.0,68235.0,0.375,0.289,0,7.1,0
33.0,55850.0,0.248,0.272,0,12.4,0
54.0,62224.0,0.624,0.483,0,2.7,1
24.0,74013.0,0.364,0.127,0,8.3,0
18.0,23369.0,0.442,0.613,0,3.7,0
40.0,92577.0,0.246,0.287,0,14.0,0
56.0,35839.0,0.322,0.841,0,12.0,1
41.0,43401.0,0.238,0.017,1,3.8,0
36.0,64229.0,0.188,0.583,0,5.8,0
18.0,52172.0,0.023,0.434,0,5.7,1
45.0,69111.0,0.13,0.426,0,5.3,0
48.0,58158.0,0.106,0.554,0,9.7,1
19.0,46879.0,0.146,0.344,0,8.0,1
54.0,116352.0,0.381,0.695,1,10.1,1
49.0,77191.0,0.411,0.233,0,7.6,1
54.0,63011.0,0.144,0.525,1,6.3,1
47.0,76593.0,0.446,0.39,1,11.7,1
48.0,38076.0,0.431,0.861,0,2.7,0
46.0,160715.0,0.144,0.708,0,5.1,1
50.0,31451.0,0.369,0.543,0,6.2,1
18.0,57330.0,0.358,0.701,0,14.2,1
22.0,46948.0,0.153,0.038,1,3.1,0
31.0,46064.0,0.334,0.234,1,2.7,1
38.0,43169.0,0.41,0.23,0,4.0,1
45.0,36833.0,0.188,0.342,0,3.9,0
44.0,98142.0,0.425,0.611,0,8.1,1
53.0,29663.0,0.461,0.777,0,0.7,1
54.0,88591.0,0.562,0.152,1,14.6,1
30.0,74927.0,0.215,0.166,0,2.4,1
43.0,44782.0,0.071,0.249,0,17.5,1
30.0,70707.0,0.124,0.403,1,6.4,1
38.0,50064.0,0.446,0.381,0,2.7,1
44.0,31241.0,0.301,0.034,1,2.9,1
18.0,31407.0,0.48,0.491,0,19.4,0
69.0,75186.0,0.415,0.143,1,5.0,1
47.0,73261.0,0.585,0.18,1,5.0,1
33.0,61145.0,0.275,0.093,0,8.0,0
63.0,44544.0,0.495,0.755,1,6.5,1
36.0,49256.0,0.108,0.72,0,5.1,0
42.0,46038.0,0.111,0.327,0,5.5,1
34.0,22619.0,0.391,0.589,0,8.1,1
60.0,55861.0,0.508,0.52,0,7.3,0
39.0,70349.0,0.49,0.59,0,12.5,1
42.0,56039.0,0.226,0.356,0,5.5,0
54.0,131213.0,0.459,0.513,0,8.4,1
47.0,32785.0,0.202,0.724,0,10.3,0
39.0,38927.0,0.321,0.24,1,5.8,1
53.0,57902.0,0.269,0.54,1,5.3,1
70.0,61199.0,0.132,0.165,1,9.5,1
44.0,20940.0,0.192,0.26,0,3.4,1
41.0,73229.0,0.124,0.552,0,7.8,0
42.0,61338.0,0.121,0.292,0,8.0,0
56.0,18775.0,0.079,0.48,0,10.9,0
33.0,51105.0,0.348,0.37,1,8.2,0
37.0,36161.0,0.491,0.156,1,10.1,1
22.0,43189.0,0.465,0.83,1,9.3,1
26.0,27749.0,0.102,0.182,1,3.2,0
34.0,66709.0,0.364,0.423,0,8.1,0
39.0,130730.0,0.373,0.596,0,11.5,0
61.0,61853.0,0.321,0.386,0,6.2,0
46.0,18404.0,0.337,0.402,0,8.3,0
29.0,62492.0,0.267,0.451,0,4.9,0
31.0,49152.0,0.242,0.363,0,13.1,1
56.0,31241.0,0.279,0.56,4,2.5,1
54.0,64654.0,0.126,0.499,1,10.1,1
40.0,84110.0,0.119,0.436,0,2.0,0
35.0,38784.0,0.46,0.497,1,11.4,0
53.0,23816.0,0.236,0.088,0,4.7,1
28.0,19814.0,0.416,0.156,0,1.2,1
45.0,38838.0,0.148,0.254,1,4.5,1
67.0,50124.0,0.497,0.489,0,6.9,1
42.0,41856.0,0.468,0.552,1,7.4,1
31.0,38498.0,0.332,0.632,1,6.7,0
45.0,71966.0,0.222,0.379,0,1.6,0
34.0,68283.0,0.51,0.559,0,5.1,1
23.0,59862.0,0.394,0.495,0,2.1,1
48.0,81491.0,0.083,0.652,0,3.6,0
53.0,39021.0,0.212,0.295,0,9.4,0
36.0,31342.0,0.18,0.127,0,5.1,0
35.0,41724.0,0.198,0.925,0,5.5,1
28.0,40310.0,0.205,0.694,1,2.4,1
38.0,19426.0,0.189,0.331,0,3.8,0
33.0,41242.0,0.23,0.055,0,5.3,1
28.0,94129.0,0.118,0.484,2,6.1,0
63.0,80856.0,0.254,0.045,0,4.5,0
46.0,70445.0,0.183,0.724,1,8.1,0
47.0,57862.0,0.484,0.082,0,1.4,0
51.0,111798.0,0.344,0.304,0,7.1,0
49.0,31886.0,0.315,0.254,1,11.8,0
35.0,33443.0,0.502,0.825,0,12.1,1
43.0,95049.0,0.202,0.455,0,6.4,1
37.0,54929.0,0.38,0.751,1,4.7,1
45.0,38732.0,0.139,0.438,0,2.8,1
44.0,71394.0,0.054,0.678,1,2.2,1
35.0,43511.0,0.152,0.097,2,3.8,1
24.0,35640.0,0.326,0.283,0,5.3,1
42.0,35148.0,0.131,0.586,1,2.7,1
38.0,63626.0,0.126,0.145,1,4.8,1
18.0,60048.0,0.479,0.162,0,6.5,1
46.0,115656.0,0.085,0.568,2,15.1,1
52.0,46862.0,0.217,0.467,0,10.4,1
70.0,46464.0,0.397,0.421,0,6.4,1
35.0,111281.0,0.222,0.451,0,7.2,0
34.0,88683.0,0.251,0.156,0,5.4,1
27.0,58247.0,0.337,0.052,0,3.5,1
43.0,24822.0,0.089,0.635,0,14.0,0
42.0,36101.0,0.104,0.261,0,8.8,1
30.0,31983.0,0.107,0.334,1,5.5,0
38.0,55173.0,0.33,0.407,0,3.3,1
18.0,42017.0,0.176,0.603,2,9.1,0
51.0,120747.0,0.226,0.024,0,16.7,0
31.0,24693.0,0.435,0.583,0,5.2,1
40.0,30313.0,0.489,0.454,0,6.5,1
23.0,61225.0,0.24,0.098,0,8.1,0
33.0,70313.0,0.245,0.125,1,10.6,1
37.0,14860.0,0.254,0.649,0,7.5,0
40.0,22749.0,0.312,0.41,0,3.4,1
46.0,47486.0,0.207,0.093,1,4.4,1
57.0,106726.0,0.395,0.147,0,9.7,1
49.0,139230.0,0.1,0.336,0,9.5,0
52.0,44035.0,0.086,0.523,0,3.6,0
57.0,49746.0,0.13,0.295,0,7.6,0
47.0,35652.0,0.156,0.621,0,1.8,1
40.0,74355.0,0.313,0.595,0,3.7,0
52.0,116339.0,0.395,0.55,0,4.3,1
53.0,101520.0,0.324,0.227,1,4.0,0
48.0,53396.0,0.127,0.362,0,3.8,0
23.0,35623.0,0.417,0.096,0,7.0,1
30.0,54399.0,0.252,0.766,0,2.9,1
37.0,108055.0,0.487,0.345,0,4.6,1
49.0,44344.0,0.172,0.613,0,15.1,1
40.0,21857.0,0.149,0.217,1,3.3,1
54.0,45252.0,0.348,0.665,1,4.2,1
56.0,47122.0,0.081,0.278,1,4.9,0
54.0,21793.0,0.29,0.425,0,7.8,0
54.0,60841.0,0.253,0.229,0,1.0,0
28.0,69773.0,0.29,0.598,0,4.7,1
46.0,137303.0,0.225,0.567,0,6.4,0
33.0,27828.0,0.153,0.353,0,6.0,1
20.0,78062.0,0.173,0.307,0,4.4,0
37.0,87853.0,0.349,0.527,1,6.5,1
56.0,70250.0,0.144,0.571,0,1.8,1
46.0,32748.0,0.427,0.451,1,4.9,1
64.0,31810.0,0.342,0.523,1,8.9,1
42.0,56874.0,0.165,0.696,1,3.1,0
69.0,56675.0,0.149,0.808,0,5.6,0
42.0,40957.0,0.191,0.088,0,2.9,0
40.0,103344.0,0.093,0.193,0,3.9,0
25.0,44339.0,0.214,0.725,0,7.0,0
53.0,21018.0,0.475,0.386,0,6.8,0
34.0,48435.0,0.478,0.296,1,3.5,1
32.0,68881.0,0.025,0.422,0,2.6,1
55.0,64279.0,0.054,0.063,0,7.0,0
54.0,64030.0,0.321,0.241,1,9.5,0
54.0,114347.0,0.398,0.304,2,1.6,1
36.0,31027.0,0.209,0.251,0,2.0,1
39.0,43833.0,0.245,0.234,0,8.0,0
39.0,117304.0,0.071,0.345,0,3.5,0
49.0,20258.0,0.491,0.606,1,2.3,1
59.0,52741.0,0.348,0.453,0,2.8,1
44.0,100154.0,0.629,0.367,1,3.9,0
64.0,99410.0,0.312,0.617,1,5.9,1
51.0,75362.0,0.154,0.267,0,5.0,0
37.0,76322.0,0.165,0.187,1,2.1,0
50.0,32192.0,0.106,0.248,1,5.6,1
60.0,107644.0,0.466,0.334,0,3.1,0
64.0,29732.0,0.229,0.553,0,9.7,1
54.0,30632.0,0.127,0.202,1,3.4,1
40.0,65771.0,0.329,0.179,0,8.3,1
37.0,42340.0,0.17,0.527,1,2.7,1
47.0,60075.0,0.269,0.443,2,4.9,1
60.0,67197.0,0.219,0.802,0,6.0,1
45.0,131802.0,0.116,0.141,0,18.1,1
45.0,67296.0,0.097,0.497,0,2.8,0
41.0,39765.0,0.098,0.248,3,7.6,1
36.0,75981.0,0.088,0.758,0,2.2,0
38.0,35743.0,0.122,0.646,1,10.6,1
42.0,85526.0,0.525,0.85,0,11.1,1
61.0,55956.0,0.356,0.547,1,2.2,1
37.0,66189.0,0.279,0.662,1,5.2,1
41.0,22241.0,0.409,0.468,0,1.5,1
30.0,17582.0,0.135,0.348,2,2.4,1
49.0,25573.0,0.149,0.57,0,9.8,0
56.0,129688.0,0.181,0.154,1,13.6,1
59.0,30513.0,0.138,0.065,0,7.2,1
42.0,78132.0,0.149,0.449,1,7.3,1
47.0,39303.0,0.456,0.664,0,6.5,0
38.0,48049.0,0.285,0.673,2,2.5,1
46.0,52978.0,0.27,0.448,0,4.5,0
44.0,123240.0,0.318,0.429,0,7.3,1
41.0,72566.0,0.155,0.617,1,0.6,0
42.0,65678.0,0.256,0.326,0,6.5,1
45.0,103606.0,0.077,0.509,0,4.6,1
36.0,39474.0,0.221,0.044,0,5.7,1
37.0,92427.0,0.345,0.067,0,3.8,1
60.0,85021.0,0.382,0.465,1,8.5,1
73.0,84537.0,0.251,0.349,1,9.1,1
26.0,50136.0,0.243,0.309,0,5.0,0
25.0,43536.0,0.385,0.342,1,2.9,1
29.0,35070.0,0.252,0.837,0,4.0,1
39.0,36185.0,0.156,0.625,0,3.1,0
51.0,34252.0,0.091,0.775,0,8.6,1
47.0,65083.0,0.178,0.85,0,1.6,0
42.0,48331.0,0.223,0.281,2,3.5,1
46.0,67218.0,0.157,0.355,0,19.9,0
32.0,69144.0,0.37,0.275,1,4.3,1
37.0,31892.0,0.169,0.216,1,2.9,1
40.0,31417.0,0.159,0.597,0,4.3,0
21.0,48323.0,0.411,0.746,0,7.4,1
26.0,36770.0,0.293,0.309,0,8.9,0
27.0,34884.0,0.09,0.309,0,2.1,1
49.0,126481.0,0.104,0.528,0,5.6,0
43.0,25168.0,0.415,0.359,0,3.3,1
47.0,148975.0,0.123,0.258,0,3.2,0
18.0,62595.0,0.33,0.182,0,8.5,1
22.0,88709.0,0.367,0.201,1,2.8,0
48.0,83631.0,0.561,0.177,0,3.7,1
18.0,73753.0,0.195,0.143,0,12.8,0
55.0,124358.0,0.646,0.642,0,6.1,1
18.0,31533.0,0.404,0.688,0,9.9,1
50.0,50102.0,0.166,0.633,0,1.6,1
29.0,35368.0,0.101,0.241,0,6.8,0
53.0,23201.0,0.253,0.514,0,11.8,1
78.0,38925.0,0.45,0.774,1,8.1,1
18.0,138175.0,0.247,0.766,0,4.9,0
48.0,49675.0,0.53,0.145,2,6.8,1
18.0,146058.0,0.048,0.15,1,6.3,1
45.0,153724.0,0.129,0.591,0,1.2,1
38.0,242211.0,0.346,0.666,0,4.2,1
42.0,140470.0,0.204,0.543,0,9.9,0
29.0,176146.0,0.255,0.475,1,7.3,0
49.0,63741.0,0.284,0.51,1,1.9,0
23.0,60728.0,0.143,0.697,0,3.0,0
55.0,62782.0,0.531,0.053,0,10.6,1
35.0,54178.0,0.053,0.466,0,6.4,1
23.0,58386.0,0.332,0.371,0,7.5,1
59.0,78912.0,0.189,0.667,0,1.1,1
39.0,42920.0,0.595,0.378,0,7.1,1
63.0,27206.0,0.149,0.556,0,7.3,0
55.0,64978.0,0.161,0.353,1,2.5,1
30.0,38315.0,0.075,0.168,1,2.5,1
39.0,40351.0,0.197,0.357,0,2.7,0
41.0,50444.0,0.233,0.225,0,1.9,1
58.0,44978.0,0.342,0.823,1,2.8,0
45.0,94374.0,0.365,0.43,1,7.5,1
42.0,49843.0,0.22,0.243,0,11.5,0
38.0,96783.0,0.334,0.294,0,3.7,0
39.0,60055.0,0.363,0.159,1,9.6,1
56.0,51831.0,0.271,0.231,0,5.2,1
40.0,58636.0,0.007,0.61,0,7.4,0
35.0,28401.0,0.338,0.227,0,2.6,1
33.0,64154.0,0.203,0.895,0,2.7,1
33.0,82834.0,0.169,0.063,1,10.2,0
23.0,88914.0,0.263,0.852,0,2.6,1
31.0,27554.0,0.283,0.259,0,2.2,1
58.0,25349.0,0.149,0.229,0,2.7,1
38.0,41423.0,0.151,0.64,0,5.0,0
48.0,108264.0,0.378,0.268,0,4.3,1
18.0,60505.0,0.368,0.312,0,2.4,1
47.0,36778.0,0.347,0.211,0,9.6,1
38.0,26200.0,0.355,0.648,1,3.8,1
34.0,38484.0,0.487,0.206,1,3.1,1
42.0,37206.0,0.145,0.343,0,4.4,1
34.0,86492.0,0.346,0.101,0,3.4,0
18.0,89884.0,0.387,0.249,0,11.6,1
51.0,32050.0,0.294,0.08,0,5.4,1
43.0,78951.0,0.257,0.393,0,11.9,1
36.0,75010.0,0.233,0.553,0,3.1,1
28.0,30036.0,0.097,0.392,0,4.4,0
22.0,51953.0,0.042,0.685,1,6.8,0
43.0,64242.0,0.049,0.397,1,7.2,1
59.0,58784.0,0.34,0.21,1,1.8,0
42.0,23034.0,0.152,0.424,0,1.4,0
23.0,57849.0,0.279,0.203,0,8.6,1
43.0,74469.0,0.32,0.286,0,3.7,0
39.0,119348.0,0.186,0.41,0,3.7,0
50.0,38778.0,0.131,0.414,1,7.0,1
47.0,41245.0,0.184,0.139,0,5.7,1
18.0,48804.0,0.474,0.082,0,3.1,0
47.0,62668.0,0.044,0.607,0,4.4,0
28.0,56869.0,0.112,0.351,0,8.4,1
23.0,73288.0,0.187,0.419,1,7.4,1
38.0,30866.0,0.283,0.026,1,3.7,0
45.0,66067.0,0.117,0.126,0,2.8,1
20.0,37380.0,0.451,0.531,0,9.2,1
48.0,50430.0,0.254,0.518,0,3.7,1
49.0,127262.0,0.181,0.395,1,6.3,1
41.0,26927.0,0.213,0.269,1,3.0,1
30.0,47111.0,0.496,0.167,0,10.3,0
28.0,28643.0,0.487,0.375,1,6.3,0
52.0,58485.0,0.339,0.102,0,13.2,0
22.0,91502.0,0.074,0.086,1,4.4,0
53.0,58973.0,0.225,0.146,1,2.7,0
38.0,51105.0,0.623,0.611,0,3.7,0
39.0,105261.0,0.495,0.606,0,2.5,0
20.0,63911.0,0.088,0.07,0,13.6,1
38.0,81616.0,0.244,0.414,0,8.9,0
47.0,77469.0,0.316,0.249,1,11.1,1
24.0,12860.0,0.25,0.645,1,6.1,0
46.0,52139.0,0.518,0.258,1,15.5,1
41.0,31602.0,0.142,0.735,0,6.7,1
32.0,35787.0,0.275,0.093,1,2.3,1
50.0,113243.0,0.183,0.454,0,2.7,0
18.0,44918.0,0.204,0.575,1,4.6,1
44.0,139565.0,0.327,0.613,0,7.1,0
59.0,26800.0,0.494,0.506,1,5.0,0
57.0,31513.0,0.26,0.191,1,5.9,0
45.0,79314.0,0.42,0.669,0,1.4,1
36.0,45675.0,0.098,0.523,0,5.5,0
32.0,63175.0,0.051,0.681,0,2.1,0
36.0,51218.0,0.084,0.116,0,2.3,0
47.0,50449.0,0.124,0.188,0,15.0,0
30.0,46531.0,0.197,0.563,0,2.7,1
49.0,59263.0,0.058,0.394,0,3.1,1
66.0,74669.0,0.416,0.483,0,7.8,1
39.0,121444.0,0.292,0.263,0,8.0,0
24.0,48959.0,0.082,0.68,1,8.0,1
24.0,44497.0,0.629,0.706,0,19.2,1
49.0,41721.0,0.391,0.243,0,5.5,1
39.0,112972.0,0.141,0.021,0,4.1,1
51.0,76509.0,0.446,0.459,0,1.8,1
34.0,20962.0,0.288,0.088,0,3.2,1
50.0,20505.0,0.069,0.589,0,5.7,0
38.0,35774.0,0.391,0.232,0,6.5,1
31.0,60783.0,0.459,0.65,0,1.1,1
35.0,53277.0,0.055,0.609,0,8.1,1
26.0,70080.0,0.179,0.521,0,2.9,1
64.0,49626.0,0.23,0.444,0,2.9,1
39.0,108957.0,0.359,0.461,1,1.4,0
48.0,79702.0,0.011,0.332,0,12.6,0
34.0,56319.0,0.456,0.417,0,1.5,1
27.0,96054.0,0.08,0.083,1,9.0,0
37.0,23755.0,0.181,0.379,0,5.6,1
53.0,51920.0,0.498,0.343,0,7.0,0
34.0,58032.0,0.376,0.436,1,5.7,1
30.0,73205.0,0.151,0.284,0,3.5,1
42.0,22981.0,0.596,0.509,0,1.6,0
46.0,47562.0,0.587,0.498,0,2.9,1
60.0,66186.0,0.168,0.916,1,10.1,1
44.0,68774.0,0.221,0.591,0,3.8,0
48.0,98034.0,0.395,0.644,0,12.1,1
49.0,79281.0,0.357,0.649,0,10.8,1
26.0,52553.0,0.191,0.354,0,8.3,0
28.0,75924.0,0.12,0.45,2,17.2,0
27.0,48987.0,0.092,0.294,0,8.2,1
24.0,58302.0,0.231,0.559,1,3.8,1
50.0,80612.0,0.119,0.228,0,3.5,0
43.0,52963.0,0.046,0.65,1,3.8,1
41.0,64925.0,0.427,0.476,0,7.9,1
18.0,87610.0,0.093,0.23,0,2.3,1
65.0,77349.0,0.181,0.734,0,7.6,1
29.0,100382.0,0.192,0.619,0,1.9,0
65.0,173551.0,0.334,0.335,0,7.3,1
23.0,76993.0,0.169,0.419,0,8.7,0
30.0,43017.0,0.415,0.541,0,6.6,1
18.0,69976.0,0.264,0.346,1,4.8,1
44.0,68488.0,0.248,0.656,0,5.0,1
27.0,73626.0,0.416,0.858,0,4.1,1
27.0,114406.0,0.362,0.378,0,2.9,1
24.0,23340.0,0.338,0.033,2,2.0,1
49.0,115488.0,0.297,0.333,0,11.1,1
49.0,136654.0,0.6,0.378,0,2.6,1
62.0,71972.0,0.167,0.251,1,4.6,1
32.0,72843.0,0.64,0.487,0,6.9,1
43.0,48011.0,0.039,0.557,0,6.0,0
25.0,54348.0,0.132,0.308,0,8.3,0
36.0,76801.0,0.154,0.49,0,4.1,1
34.0,74368.0,0.17,0.27,0,6.3,1
46.0,77680.0,0.402,0.223,0,7.5,0
52.0,74112.0,0.543,0.745,0,2.0,1
52.0,84897.0,0.541,0.669,0,6.2,1
30.0,80284.0,0.464,0.223,0,5.8,0
52.0,32462.0,0.361,0.118,1,11.6,1
39.0,82136.0,0.261,0.253,0,10.0,0
36.0,137213.0,0.386,0.584,0,3.1,1
31.0,53460.0,0.086,0.561,2,7.3,1
33.0,114662.0,0.455,0.377,1,2.4,1
61.0,34247.0,0.168,0.849,0,9.4,1
44.0,53376.0,0.162,0.577,0,7.9,0
42.0,39317.0,0.26,0.723,0,5.0,0
37.0,107970.0,0.313,0.198,0,3.7,1
69.0,123037.0,0.106,0.592,1,12.6,0
56.0,51555.0,0.584,0.544,1,6.0,1
31.0,97298.0,0.112,0.31,0,5.5,0
37.0,123663.0,0.347,0.332,0,2.5,1
37.0,53292.0,0.262,0.317,0,14.0,0
42.0,57808.0,0.243,0.026,1,3.9,1
32.0,78183.0,0.206,0.533,1,1.5,1
45.0,35551.0,0.29,0.21,0,1.5,1
57.0,57242.0,0.088,0.416,1,2.9,1
24.0,158165.0,0.124,0.258,0,9.2,0
26.0,42192.0,0.098,0.493,1,5.0,1
34.0,83026.0,0.216,0.608,0,5.9,1
35.0,70397.0,0.413,0.407,0,4.7,1
64.0,49917.0,0.32,0.243,0,2.7,0
52.0,60526.0,0.387,0.471,1,6.3,1
51.0,130133.0,0.446,0.61,0,2.9,1
37.0,71453.0,0.06,0.508,0,3.3,0
37.0,77258.0,0.256,0.108,0,4.8,0
23.0,120624.0,0.143,0.372,0,1.9,0
49.0,46878.0,0.172,0.184,0,3.9,0
46.0,32098.0,0.198,0.295,0,10.7,0
55.0,131160.0,0.235,0.715,0,11.1,1
37.0,58004.0,0.226,0.405,0,8.1,0
38.0,84694.0,0.387,0.143,0,2.4,0
42.0,37006.0,0.301,0.253,1,6.3,1
51.0,65793.0,0.2,0.424,0,5.4,1
22.0,31305.0,0.184,0.093,0,2.6,1
49.0,55931.0,0.302,0.534,1,2.4,1
40.0,39185.0,0.169,0.338,0,6.1,0
27.0,34932.0,0.381,0.624,0,1.2,0
18.0,46557.0,0.359,0.268,0,10.7,1
38.0,17211.0,0.528,0.578,1,7.6,1
57.0,30335.0,0.147,0.625,0,2.1,1
60.0,80114.0,0.11,0.596,1,5.7,1
44.0,64462.0,0.356,0.378,1,1.1,0
64.0,31663.0,0.06,0.842,1,2.2,1
39.0,71249.0,0.148,0.218,0,6.9,1
51.0,34923.0,0.447,0.48,0,1.9,1
35.0,77729.0,0.318,0.442,1,5.8,0
34.0,51133.0,0.031,0.822,1,8.2,0
32.0,46048.0,0.165,0.582,1,4.8,0
18.0,51765.0,0.231,0.33,0,5.4,1
55.0,194807.0,0.301,0.407,1,6.7,1
32.0,37071.0,0.312,0.338,0,6.4,1
30.0,60675.0,0.4,0.437,0,4.4,1
26.0,80072.0,0.172,0.067,0,13.3,1
38.0,33483.0,0.223,0.078,0,4.8,1
61.0,24413.0,0.141,0.078,0,5.3,0
65.0,40113.0,0.21,0.366,0,5.1,1
20.0,79200.0,0.396,0.335,1,6.0,1
36.0,45661.0,0.308,0.207,1,7.7,1
28.0,48264.0,0.11,0.776,0,5.4,0
52.0,85424.0,0.239,0.144,1,2.7,1
43.0,36201.0,0.222,0.211,1,6.0,1
32.0,51825.0,0.501,0.223,0,11.5,1
41.0,25415.0,0.22,0.183,0,2.7,0
34.0,63599.0,0.465,0.342,0,14.5,0
59.0,60764.0,0.166,0.339,1,3.0,1
47.0,80641.0,0.381,0.139,0,4.4,1
48.0,30558.0,0.322,0.575,1,2.8,1
18.0,49220.0,0.06,0.097,0,4.4,0
39.0,28589.0,0.275,0.154,0,8.8,1
65.0,47904.0,0.243,0.092,0,15.2,0
56.0,113652.0,0.294,0.772,1,5.4,1
18.0,46149.0,0.282,0.7,0,5.6,1
36.0,27366.0,0.095,0.302,0,2.0,1
26.0,38563.0,0.145,0.345,0,2.4,0
61.0,24210.0,0.425,0.093,0,6.0,0
43.0,28342.0,0.111,0.083,0,6.0,1
31.0,75773.0,0.622,0.121,0,5.7,1
40.0,26288.0,0.326,0.532,0,6.1,0
18.0,63333.0,0.408,0.565,0,17.2,1
27.0,54878.0,0.304,0.599,0,3.9,1
40.0,41533.0,0.395,0.179,1,5.2,0
50.0,60699.0,0.276,0.465,0,5.8,1
18.0,33900.0,0.223,0.243,1,3.6,0
35.0,82489.0,0.129,0.123,0,14.4,1
